"CD_RES_SECTOR","INDICATOR","MEASURE"
"11016A291","score",11.7780455611291
"11016A300","score",14.0492612025162
"11016A391","score",16.8843722541499
"11016A3AJ","score",15.994663564285
"11016A401","score",17.91917432377
"11016A412","score",12.6561122183049
"11016A501","score",7.12624932241517
"11016A592","score",12.6753971743401
"11016A60-","score",8.53923661825827
"11016A691","score",11.8121618040632
"11018A000","score",11.9842148646555
"11018A010","score",5.18889059255028
"11018A021","score",17.7771636714867
"11018A030","score",4.94955097659613
"11018A042","score",16.2696207664812
"11018A054","score",12.56643805564
"11018A090","score",9.92670340733332
"11018A101","score",22.3826699741718
"11018A111","score",22.2358146550252
"11018A122","score",20.5779690900551
"11018A132","score",3.63395744410533
"11018A143","score",13.5292217273111
"11021A00-","score",2.70818573971565
"11021A01-","score",2.06457904639207
"11021A02-","score",2.76060402539452
"11021A03-","score",2.20019340119142
"11021A04-","score",1.86572862856376
"11021A052","score",1.21562201572668
"11021A062","score",1.43160314728873
"11021A19-","score",1.68391576872619
"11022A001","score",6.9883541331516
"11022A012","score",1.1725639054331
"11022A02-","score",6.07932111476052
"11022A032","score",3.85820156212646
"11022A080","score",1.51047343055891
"11022A091","score",8.14370301732094
"11022A10-","score",6.62847222453581
"11022A11-","score",3.07770852967767
"11022A120","score",3.80216282253808
"11022A132","score",2.33103708903308
"11022A181","score",10.1347743207976
"11022A19-","score",2.73673032405276
"11022A201","score",8.22488368855192
"11022A21-","score",6.04535681583276
"11022A22-","score",4.72585896436182
"11022A232","score",5.99850232087659
"11022A28-","score",1.69448602635302
"11022A2AA","score",9.55274374462666
"11022A2MA","score",5.84560763862402
"11022A30-","score",5.10453312233806
"11022A31-","score",5.13883128187801
"11022A322","score",1.88850719819973
"11022A382","score",4.14447838039238
"11022A39-","score",3.81937277845254
"11022A401","score",13.3811054296283
"11022A412","score",13.51482351199
"11022A423","score",7.22240339146932
"11022A48-","score",4.90977628189448
"11022A49-","score",15.9791162620925
"11022A50-","score",12.3436656201983
"11022A582","score",2.63939973590664
"11022A682","score",9.97548748242527
"11022A692","score",8.70081157278595
"11023A00-","score",8.10684894415261
"11023A01-","score",3.42853665277072
"11023A02-","score",3.76323497356975
"11023A03-","score",10.2888344988489
"11023A04-","score",9.06330600027693
"11023A050","score",8.22913877940993
"11023A062","score",2.75967463404467
"11023A08-","score",5.03990141240369
"11023A091","score",24.4596790671349
"11023A10-","score",6.74446566656079
"11023A11-","score",17.3603190993802
"11023A122","score",1.45145095931017
"11023A133","score",1.72401669551074
"11023A191","score",5.31752042418867
"11023A200","score",7.77538947662837
"11023A212","score",12.5608491369401
"11023A280","score",1.21912303792644
"11023A291","score",5.14394566894441
"11023B30-","score",6.70913445918613
"11023B31-","score",8.26584316326139
"11023B32-","score",2.37127928721879
"11023B330","score",4.26010174424742
"11023B391","score",4.48606326635886
"11023B40-","score",3.52601843489689
"11023B49-","score",3.93110743575903
"11024A00-","score",12.6868692888332
